timestamp,multiplier,bet_placed,stake,cashout_time,profit_loss,prediction,confidence,range,source
2025-10-17T00:20:03.163131,1.84,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.41,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.11,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,6.28,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.09,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.08,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.22,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.07,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.61,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.12,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,6.91,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.86,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,13.41,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.37,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.39,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,3.91,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,5.09,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.31,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.13,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,6.14,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,3.65,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.99,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.09,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.57,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.06,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.65,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.07,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,8.38,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.62,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,5.85,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.92,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.07,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.05,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.31,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.18,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,6.17,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,91.43,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.51,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.69,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.66,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,9.61,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.21,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.2,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.54,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.48,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.91,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,1.3,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,2.68,False,0,0,0,0,0,unknown,manual_input
2025-10-17T00:20:03.163131,4.57,False,0,0,0,0,0,unknown,manual_input
